Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,31.768661499023438,34.57920972768619,26.25809302533753,28.358109723288937,855215656
2007-10-08,30.14234161376953,32.84236248438536,29.952865638371684,32.84236248438536,126671715
2007-10-09,32.194984436035156,32.479196219592744,28.531798439068737,30.158125468004485,116725709
2007-10-10,32.49498748779297,33.15815119704603,32.21077569331334,33.031833178254736,67931378
2007-10-11,36.126590728759766,37.895025719197015,32.210773146277624,37.895025719197015,106320954
2007-10-12,35.88975524902344,37.2318707531313,35.05290761486709,35.36869949818658,99410791
2007-10-15,36.36343765258789,36.85291756867761,36.047645816349714,36.63186157003052,41814972
2007-10-16,40.0739860534668,40.705573919704236,36.158168695276615,36.410800415211355,138614496
2007-10-17,43.20034408569336,44.21087561985104,33.505528669805734,36.00028602421082,204876259
2007-10-18,41.68452453613281,47.19509294389646,39.90030179255326,43.89506704967922,146617799
2007-10-19,41.54242706298828,43.23191423819678,39.47398797220372,40.73715531318938,110266491
2007-10-22,40.989803314208984,42.26875890694067,39.63189545642253,40.70559143617996,72253405
2007-10-23,43.91087341308594,44.30561327533658,42.000329909871844,42.000329909871844,74594921
2007-10-24,43.23191833496094,45.31614550173401,42.74243837402412,44.84245342077526,63055170
2007-10-25,43.13717269897461,44.14770825180825,38.100291379170656,41.76347740419165,34522489
2007-10-26,44.431922912597656,45.14245456450995,42.71085564246303,43.89507506231685,62370025
2007-10-29,45.33193588256836,46.42141959079528,44.93719602932694,45.15825206042275,43657697
2007-10-30,46.342464447021484,47.58983962026828,44.589817199992446,45.94772465487992,79921711
2007-10-31,47.30562210083008,48.347737595869646,46.42140678673621,46.57930268448157,44655368
2007-11-01,46.24772262573242,48.837217280205024,45.8687750091369,48.47405754143405,50632492
2007-11-02,47.08456802368164,47.368784077610115,44.21086171254235,44.574025718517504,32001693
2007-11-05,48.04774856567383,49.1056522650258,46.76878882769845,47.05300495827188,38833135
2007-11-06,48.6793327331543,51.758303717369984,48.01616889529827,48.884596608795,81880281
2007-11-07,47.96880340576172,50.27408264911961,46.89511176204985,49.57934301293049,33593141
2007-11-08,47.147727966308594,48.42668735579654,46.10561671549665,46.73720033009795,27990521
2007-11-12,48.284576416015625,49.137215957564194,44.479282797712145,45.726662074570186,35153735
2007-11-13,49.43722152709961,50.4319649229727,47.54247056993151,49.1056418228755,43830531
2007-11-14,48.78984069824219,51.0003830603166,48.53720471551372,50.305639461813236,36738579
2007-11-15,49.61091232299805,50.4793398926739,48.6793246713381,49.705648162773194,29242252
2007-11-16,49.2635498046875,50.38460934903845,48.69512180836162,49.38986570947042,18895294
2007-11-19,51.047786712646484,52.89517069400169,50.00567486839634,50.38462268303142,40716718
2007-11-20,50.2582893371582,52.263568617522225,49.64249346226166,50.84250516763927,26342171
2007-11-21,46.342464447021484,50.85828595584055,45.221400867418936,50.55828628373349,26814499
2007-11-22,44.747703552246094,47.71614958122047,42.80558504666815,45.85297473399614,34096185
2007-11-23,47.71615982055664,48.000371614498086,45.03192494852937,47.684579780518504,27664090
2007-11-26,48.09510803222656,49.484591261876446,47.716160396795274,49.484591261876446,20159123
2007-11-27,46.910892486572266,48.916171677605526,46.42141681114267,48.916171677605526,20573198
2007-11-28,46.216148376464844,48.15827175221304,45.900356514808394,47.93721573577302,16435311
2007-11-29,44.96876907348633,47.62141961766358,44.38455332499946,47.368787864199405,25530967
2007-11-30,46.70564270019531,46.98985460647911,45.15826295869237,45.789846876301944,18437721
2007-12-03,47.3687858581543,47.953001581899905,46.91088600579135,47.27404574221678,16851227
2007-12-04,46.75300979614258,48.07933771253893,46.40563779106711,47.68459777113555,14008727
2007-12-05,48.61616134643555,48.78984941870553,46.737202572756196,46.83193840621203,27725290
2007-12-06,47.71615982055664,50.41617828780166,47.10036403101612,49.674066621309485,24104710
2007-12-07,47.510887145996094,48.69510640986237,46.658251845932654,48.016154888552464,11742386
2007-12-10,47.55826950073242,48.1424810357902,46.94247363871846,47.96879721994081,8330010
2007-12-11,47.33720397949219,48.25299936542006,47.10036012365565,47.984575472165204,11685950
2007-12-12,47.30562210083008,47.73194188138261,46.42140678673621,46.73719858222693,16342131
2007-12-13,46.516143798828125,48.000366988780286,46.34246002015733,47.36878338168583,14620172
2007-12-14,46.05824661254883,46.7845703722935,45.82140274630179,46.35825055640869,10991851
2007-12-17,43.2792854309082,46.57931207215961,42.63190954975873,46.3266760149301,19355678
2007-12-18,43.089813232421875,44.52666460404383,41.74769771355682,42.78980922668905,21607783
2007-12-19,42.30033493041992,44.85825015563779,41.93717510510173,44.4792981655308,19526912
2007-12-20,41.8740119934082,43.20033957995825,41.68453601201514,42.8529676612712,17105204
2007-12-24,43.15296936035156,43.831920997965874,42.158221581743234,42.50559348195557,16711519
2007-12-26,44.463504791259766,45.000352663726275,43.38981332952796,43.38981332952796,20930094
2007-12-27,44.77928161621094,46.01086859364416,44.40032980013928,45.379285088991246,44565277
2007-12-28,45.12667465209961,45.31615064936614,44.210874712511654,44.6845625640771,18354518
2007-12-31,45.458248138427734,45.72667207377539,44.90561238814775,45.474040301213584,11982308
2008-01-01,46.295082092285156,46.7214018309407,45.26875885780325,45.6950785964588,16687746
2008-01-02,46.04247283935547,46.64247662767911,45.3635210714313,46.29510466079637,13437280
2008-01-03,47.93720245361328,48.12667837474852,45.205604463780396,45.75824006855815,31815218
2008-01-04,47.68457794189453,49.263537050910834,47.368786120091265,48.63195340730431,28011310
2008-01-07,47.289852142333984,48.37933167965762,46.78458422146411,47.38458800359622,15858063
2008-01-08,45.6793098449707,48.000381142069,45.12667402581405,47.33721730244067,13282666
2008-01-09,44.95298767089844,45.93194344547593,44.84245964610387,45.72667956125853,13113527
2008-01-10,43.87928771972656,46.42141467534245,43.57928374974917,45.15824727872369,18023003
2008-01-11,44.542457580566406,44.96877749214986,42.789810006990365,44.47929748877565,11629440
2008-01-14,45.22140884399414,45.69509667811751,43.91087335955984,44.62140511074488,10264240
2008-01-15,43.84770584106445,46.137196651512156,43.48454608639224,45.94772497651858,11558334
2008-01-16,42.94770812988281,43.89508385554779,41.858228615289214,43.53192401734992,14834065
2008-01-17,44.100337982177734,45.0792934436626,42.18979497377007,43.105590360371835,16169395
2008-01-18,42.047691345214844,43.78454629404994,41.68452733844344,43.737174096157645,13254156
2008-01-21,34.89500045776367,41.68452376694297,30.394965425195917,41.68452376694297,33202389
2008-01-22,31.389711380004883,33.158146246236164,24.9317676138425,31.452869309170257,58755707
2008-01-23,34.89500045776367,36.23711553050842,31.89497853045189,31.89497853045189,28425991
2008-01-24,34.97394943237305,37.452915849264876,33.316042529019946,36.773964355007955,29911930
2008-01-25,36.77397537231445,36.94765919618236,35.289751796128165,36.63186731045775,12550722
2008-01-28,37.16870880126953,37.45292059262791,33.31604674845337,36.268701225967305,13601109
2008-01-29,36.552913665771484,37.800293134062734,36.00027795152615,37.26344529837262,7679877
2008-01-30,34.53184509277344,36.78975575911988,34.0739452384679,36.63185984842151,9016102
2008-01-31,32.27392578125,34.98973575463424,31.894976100256827,34.89499779898596,41538563
2008-02-01,33.39498519897461,33.6318290048794,32.52655791065705,32.826559636483154,9089201
2008-02-04,35.116058349609375,35.52658814191313,34.02657700428041,34.02657700428041,12009385
2008-02-05,36.205543518066406,36.67923129575901,34.4213204120645,35.17921999973244,14593303
2008-02-06,35.88975524902344,36.31607514814507,33.884478074905104,35.210803556526834,12429218
2008-02-07,34.200260162353516,36.61606866275582,33.979206335665765,35.40026940357295,11300078
2008-02-08,33.3160514831543,34.70553488086193,32.7002556116968,34.42132304911287,13514197
