Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2000-01-03,13.244407653808594,13.244407653808594,12.497205541988075,12.497205541988075,62409578
2000-01-04,14.304694175720215,14.304694175720215,13.223356674853315,13.596956983713564,132872110
2000-01-05,14.865097999572754,15.149245397641733,13.504875260553336,13.504875260553336,375789847
2000-01-06,15.488637924194336,15.822774781685533,15.20712318024304,15.20712318024304,219621124
2000-01-07,16.551563262939453,16.727840858081475,15.417606217421314,15.522846258056152,278281260
2000-01-10,16.23320770263672,16.769929614182832,16.06482510194874,16.701524665808616,187897934
2000-01-11,15.180814743041992,16.362129968584778,14.93613221492568,16.20427063574661,175675797
2000-01-12,15.875396728515625,16.049041720528002,14.846679847317505,15.207125713304297,169586471
2000-01-13,16.409486770629883,16.648908349462435,16.00168396648468,16.10166163671051,239139851
2000-01-14,16.64364242553711,16.9251585475185,16.28582783051344,16.28582783051344,188507616
2000-01-17,16.246362686157227,16.990931983121296,16.156908336391904,16.746250920174337,150255809
2000-01-18,16.533140182495117,16.783085008838395,16.07797911140832,16.259517585808705,141210936
2000-01-19,16.81728744506836,17.096172392570196,16.638380146775532,16.988301216235772,160790093
2000-01-20,16.462108612060547,17.096177157149835,16.341082928997373,16.838340137915896,216069957
2000-01-21,17.172475814819336,17.280347022240772,16.417381579498237,16.45421523894663,239994540
2000-01-24,17.161954879760742,17.461887955161245,16.943582663897995,17.12775098652211,184344232
2000-01-25,16.835710525512695,17.117226753332385,16.746257545897496,17.1040708699014,136584272
2000-01-26,16.835710525512695,16.835710525512695,16.835710525512695,16.835710525512695,0
2000-01-27,17.62500762939453,17.722352727528236,16.98041435836589,17.311918706171557,210269961
2000-01-28,17.80390739440918,17.99070821285848,17.448723986782753,17.674989628301656,164331247
2000-01-31,17.267189025878906,17.68025556972558,17.18299701142281,17.59869473141409,142723553
2000-02-01,17.577646255493164,17.75655357863377,17.259296439234983,17.406631055031497,149956451
2000-02-02,17.898624420166016,18.25380926769526,17.814433820204187,18.04332925393403,139355731
2000-02-03,17.977556228637695,18.074904125134044,17.701302407315556,17.99597446189915,94831223
2000-02-04,18.109106063842773,18.277488684464423,17.980188273660566,18.10121394108056,99528064
2000-02-07,18.080169677734375,18.38799628609261,17.78813013047902,17.948620674012737,114747088
2000-02-08,18.01702117919922,18.253810151994767,17.945983644034918,18.18014144083815,90057597
2000-02-09,18.43798065185547,18.661613754759898,18.143308605045043,18.364311937381466,160165902
2000-02-10,18.719491958618164,19.14308171790126,18.148567608657487,18.353785252007008,151143675
2000-02-11,19.116777420043945,19.679809826941444,18.945763600133752,19.153612484918785,114214724
2000-02-14,18.527433395385742,18.990488057990646,18.416931027737533,18.890510394662638,71806185
2000-02-15,18.119626998901367,18.648455335671446,17.99860135665782,18.522167342319264,113776526
2000-02-16,18.319583892822266,18.61688569621549,18.053854795730647,18.416930376628656,110304203
2000-02-17,18.65635108947754,18.774745570300375,18.285380591798518,18.295903889729527,107425289
2000-02-18,18.387989044189453,18.8352580106689,18.31169056774761,18.780006129655547,70451511
2000-02-21,18.188037872314453,18.522173382452664,17.977557814756004,18.332742736193016,41234633
2000-02-22,17.593435287475586,18.2590751736411,17.496088781747037,18.206455858679007,100723088
2000-02-23,17.35401153564453,18.138047179807625,17.222462572374937,18.138047179807625,67665446
2000-02-24,17.7197208404541,17.927568300063847,17.327702290495054,17.517134327721283,79319185
2000-02-25,17.29086685180664,18.043329759620757,17.159317893676047,17.96440010363386,54786600
2000-02-28,17.527660369873047,17.746032568494797,16.312142508805962,17.093547149251172,70386208
2000-02-29,16.35686683654785,18.0407015139713,16.125340200896396,17.780233346092004,139625441
2000-03-01,16.669958114624023,17.35664746086392,15.733326653661914,16.57524277893191,150769883
2000-03-02,15.351827621459961,16.943576589081392,15.338671742029918,16.777823752604228,175562684
2000-03-03,14.125786781311035,15.054525899602703,14.125786781311037,15.054525899602703,64935300
2000-03-06,13.362800598144531,14.936133069516721,12.997093778731715,14.125788354212972,146075956
2000-03-07,12.749774932861328,13.62852566550631,12.628749298692115,13.52328567806734,133888438
2000-03-08,12.257781982421875,13.18125860846805,12.102553857798702,12.9918280102431,101621246
2000-03-09,12.170957565307617,12.755037760503443,11.794726177381992,12.413008842695842,77665531
2000-03-10,11.410602569580078,12.355127852588748,11.292208100098355,12.313031853811799,92389443
2000-03-13,10.69234561920166,12.07624674740921,10.53974862936339,11.571096710083385,150763063
2000-03-14,11.534260749816895,11.550046399833244,10.37399368770342,10.813369145490874,141532996
2000-03-15,12.45773983001709,12.45773983001709,11.365878274671758,11.786836963546378,79982280
2000-03-16,12.35776138305664,13.039188209102202,12.107816518382704,12.602442489952253,147946692
2000-03-17,12.35776138305664,12.35776138305664,12.35776138305664,12.35776138305664,0
2000-03-20,12.35776138305664,12.35776138305664,12.35776138305664,12.35776138305664,0
2000-03-21,12.51824951171875,12.776086450384875,11.976265283733213,12.565606456243632,95762643
2000-03-22,12.807662010192871,13.07602374067049,12.69189867765076,12.891854035875497,69064318
2000-03-23,12.678741455078125,12.933947247812497,12.552453443902422,12.90500571817289,60024739
2000-03-24,12.660325050354004,12.7839804841754,12.5050969099169,12.586656338612515,36941526
2000-03-27,13.67325496673584,13.673254966735842,12.786611975320218,12.786611975320218,58001578
2000-03-28,14.76775074005127,14.76775074005127,13.844272446127079,13.844272446127079,98405624
2000-03-29,14.275750160217285,15.254477146549508,14.154724523259844,14.986116929325574,143934962
2000-03-30,15.417603492736816,15.417603492736816,13.591696489508163,14.154728850473445,240432206
2000-03-31,16.65153694152832,16.65153694152832,14.73880827240484,15.62808113090233,275945423
2000-04-03,17.29086685180664,17.55922852548771,16.73835925989836,17.240878725601533,299036394
2000-04-04,15.909600257873535,17.154059629743422,15.909600257873535,17.154059629743422,189486468
2000-04-05,15.904335975646973,16.417378754254965,14.641460038146095,15.96484740179674,352720260
2000-04-06,17.5650577545166,17.58121418607215,16.29406116286654,16.31829652947827,227418526
2000-04-07,18.97068977355957,18.97068977355957,17.761627586323808,17.761627586323808,163657523
2000-04-10,19.633121490478516,20.465192951578526,19.361149335293486,19.921250079765507,309647520
2000-04-11,19.05147361755371,19.334216157639386,18.66101915410702,19.28035947668059,136676715
2000-04-12,18.2005558013916,19.388075895972563,18.009368711467268,19.22650869274325,241770257
2000-04-13,16.746444702148438,17.831636960574034,16.746444702148438,17.831636960574034,3153974
2000-04-14,16.746444702148438,16.746444702148438,16.746444702148438,16.746444702148438,0
2000-04-17,16.070558547973633,16.199812867592225,15.408131958124217,15.408131958124217,223113571
2000-04-18,16.159421920776367,16.63604455209514,15.833593126481402,16.00054627178,122899571
2000-04-19,16.956483840942383,17.451957258601386,16.323680056225918,16.571416765055417,228183965
2000-04-20,18.189781188964844,18.313649541743732,16.654891668806826,16.85685062691228,271517327
2000-04-21,18.189781188964844,18.189781188964844,18.189781188964844,18.189781188964844,0
2000-04-24,18.146696090698242,19.420385431203922,17.39540849244432,18.634090559237727,246733265
2000-04-25,17.88280487060547,18.284029844477466,16.784147465670983,17.35771153297115,221403241
2000-04-26,19.277671813964844,19.315370635083077,18.310960164332144,18.310960164332144,238053151
2000-04-27,18.615251541137695,19.71121646249807,18.21941090638528,19.431166747854885,413796521
2000-04-28,18.582935333251953,18.95184754670623,18.327119601697756,18.71488122880205,188028343
2000-05-01,18.582935333251953,18.582935333251953,18.582935333251953,18.582935333251953,0
2000-05-02,17.726621627807617,19.099944058340323,17.51658516275704,18.74180386953815,230017702
2000-05-03,17.664690017700195,17.979745454729557,16.65220068919934,17.610833330038076,192704191
2000-05-04,18.160160064697266,18.469830949956837,17.826255255051088,17.826255255051088,158631859
2000-05-05,18.060529708862305,18.394436005787448,17.67007518252278,18.230175835662248,156073814
2000-05-08,17.449268341064453,18.149393860365237,17.357714262202805,17.82625944793624,82504670
2000-05-09,17.68354034423828,17.872035883721356,17.14767504939566,17.314628200407615,85940035
2000-05-10,17.516590118408203,18.03629762976839,17.41157113689347,17.772404405845986,93165917
2000-05-11,17.05881118774414,17.45195719607612,16.910707470855968,17.45195719607612,90033846
2000-05-12,17.013036727905273,17.368483990865105,16.873011917779564,17.21230274852429,57913070
2000-05-15,17.20691680908203,17.486966429617976,16.506791319185304,16.80569178897437,81188494
2000-05-16,17.09381675720215,17.33616750548027,16.96456244936452,17.233841538081293,43882418
2000-05-17,17.171907424926758,17.68623024170406,17.031882643535,17.28231088787191,109270328
2000-05-18,16.70067024230957,17.220377603258335,16.539103067833754,17.126130564332993,75382294
2000-05-19,16.99688148498535,17.182682626295147,16.5471856986173,16.5875760627028,111574963
2000-05-22,16.82723045349121,17.066888221122568,16.641427927563225,16.856850332933274,43662227
2000-05-23,16.951101303100586,17.018420005515022,16.614502036801337,16.81915399942384,58389850
2000-05-24,16.8433895111084,17.120747573635125,16.695285775111998,16.891860243196465,56605367
2000-05-25,16.8460750579834,17.11535406685446,16.754519590773658,16.81914672552945,36653287
2000-05-26,17.042654037475586,17.126130602950543,16.749141007842454,16.953792954447508,49082689
2000-05-29,18.281333923339844,18.71218014899467,17.126128478801395,17.15305681745372,165326988
2000-05-30,18.51561164855957,18.62601513053527,18.154778440523142,18.351351476225993,79692753
2000-05-31,18.52099609375,19.215735546500873,18.42405463444024,18.90337165901135,118366163
2000-06-01,18.267871856689453,18.62870500459616,18.10361171172841,18.424053067876056,75363108
2000-06-02,18.17362403869629,18.63409015718899,17.993206033963602,18.47252299711741,81875438
2000-06-05,18.267871856689453,18.94914779930039,18.1170751627959,18.187088273171337,151857297
2000-06-06,18.24633026123047,18.46444709701094,18.100919516895704,18.20324548968264,54887782
2000-06-07,18.2005558013916,18.547925576046,18.109001724221546,18.305574771202036,52545769
2000-06-08,18.356735229492188,18.580236583545627,18.21671044077208,18.305571523649398,64426688
2000-06-09,18.37558364868164,18.994925410235243,18.259794230087234,18.413282462244627,172161391
