Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA100,EMA200
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,
Date,,,,,,,,,
2002-09-09,27.117677688598633,28.276906658492926,26.165453891899748,26.165453891899748,880848,27.254208254605082,26.69395574651369,26.484269784235863,26.385832195192627
2002-09-10,27.117677688598633,27.117677688598633,27.117677688598633,27.117677688598633,0,27.24120534355685,26.71057229326212,26.496812515015325,26.393114239903134
2002-09-11,27.8049373626709,28.285190941258065,27.266723844423876,27.266723844423876,635936,27.294894107281998,26.753488570493836,26.522715977345136,26.407162231174457
2002-09-12,27.945709228515625,28.632965659515722,27.755265406022467,28.144433766534483,781968,27.356876499780437,26.80024232178881,26.55089406152673,26.422471156521134
2002-09-13,27.15079116821289,27.970530942087013,26.918946443432446,26.968628177861966,338264,27.337249325345432,26.81398933537407,26.562773212154177,26.4297181218116
2002-09-16,26.620866775512695,27.55652920040085,26.413861590633125,27.407486478055063,288592,27.26902241583755,26.806415901654017,26.563923579745435,26.43162009846534
2002-09-17,27.399202346801758,27.573087185789525,27.010034163934172,27.101114412382504,462952,27.281420504500808,26.829662428914713,26.58046375335051,26.441247782528393
2002-09-18,26.55462646484375,27.32468475162194,26.331059851562962,27.241882676617028,315432,27.212202024533468,26.818876704833496,26.57995212387513,26.442375928621086
2002-09-19,26.33104133605957,27.208743219311625,25.999833268939323,26.331041336059567,490848,27.128281958964525,26.79974590605805,26.575023197383732,26.441268121729927
2002-09-20,25.900482177734375,26.281372141772454,25.279466756015186,25.38711094526411,501072,27.011348646466416,26.76448066181006,26.561665949469884,26.435887167063306
2002-09-23,25.461639404296875,26.148895652246914,25.35399771189181,26.08265499952363,248504,26.86375729006932,26.713388847789936,26.53988324560507,26.42619315947359
2002-09-24,24.60049819946289,25.37055652412089,24.32724982235408,25.37055652412089,267912,26.64820880524966,26.6305303909928,26.501479581325025,26.40802704046851
2002-09-25,24.790943145751953,25.006229066943888,23.84699990490013,24.029165498274622,379544,26.47132636148797,26.558389714708845,26.467607572699816,26.391936653456405
2002-09-26,25.18011474609375,25.57756374636,25.0062298608826,25.30431787454184,178136,26.34835382668852,26.504339715939626,26.44211266524227,26.37987872402991
2002-09-27,25.486467361450195,25.834236946497068,25.097299282573495,25.097299282573495,206288,26.266269401427728,26.46442315301847,26.423188995860247,26.37098905873061
2002-09-30,24.559091567993164,25.486473126357417,24.02915888793954,25.097304959452913,202232,26.103681036338724,26.389704267331204,26.386276175506445,26.352960227977004
2002-10-01,24.35209846496582,25.006234558972235,23.929807243519786,24.675026154217633,240192,25.936863648588925,26.309798157434525,26.345995428763064,26.333051155708237
2002-10-02,24.35209846496582,24.352098464965817,24.352098464965817,24.352098464965817,0,25.785933631101013,26.23302562047497,26.30651232056906,26.31334018366105
2002-10-03,25.0062255859375,26.331058729563328,24.675017300031044,24.675017300031044,673264,25.71167572203782,26.18491581519899,26.28076406839814,26.30033406826082
2002-10-04,24.848899841308594,25.41195286414431,24.592212938252903,25.337431512139354,258296,25.6295065905398,26.132523031909173,26.252410321327055,26.285891936649357
2002-10-07,24.741254806518555,25.171826534320324,24.52597146953603,25.014503123864497,110976,25.54491118253778,26.07796349365856,26.22248644974669,26.270522412966464
2002-10-08,25.411945343017578,25.65207075148338,24.67500769900141,24.81577217650776,227352,25.532247769250144,26.051845134809895,26.206436130801556,26.26197935754409
2002-10-09,24.76610565185547,25.908773484355265,24.550819712232816,25.503043748289063,277040,25.459281853307793,26.001423978615605,26.17791473517886,26.247095042064604
2002-10-10,24.790943145751953,25.50304156496264,24.269291033599877,25.50304156496264,173224,25.395630547826286,25.953954142032718,26.150449951229813,26.232605968469453
2002-10-11,25.31259536743164,25.79284639221745,25.246352191204043,25.486477703596947,192536,25.38772243540775,25.92880281753856,26.13385877135262,26.223451634130768
2002-10-14,25.13042640686035,25.83424395038033,24.890300926807814,25.784562206630522,152744,25.36321805173657,25.897493938688434,26.113988823540893,26.212575761222606
2002-10-15,25.13042640686035,25.13042640686035,25.13042640686035,25.13042640686035,0,25.34104741889122,25.8674128590089,26.094512340042268,26.201808105955323
2002-10-16,25.18011474609375,28.33487471405912,25.022791288776656,28.33487471405912,247760,25.32572049767241,25.840459991835758,26.076405456993783,26.191642002872126
2002-10-17,25.18011474609375,25.337438203410844,24.857187117512535,25.337438203410844,144512,25.311853283236346,25.814564099845875,26.05865712608487,26.181577055043487
2002-10-18,25.710031509399414,26.44696910525151,25.36226195647627,25.668630492476066,512312,25.3497750190614,25.810464782573465,26.05175364852674,26.176885059564444
2002-10-21,26.107486724853516,26.985189006315743,25.999845064969634,26.31449186072111,646296,25.42193803866065,25.822112701878567,26.052857273800537,26.176194528870806
2002-10-22,25.163545608520508,26.331055163611477,25.00622219940461,26.331055163611477,229384,25.39732923579016,25.796286541354725,26.035247141814796,26.166118420210605
2002-10-23,25.047637939453125,25.635533417961447,24.85719409977232,25.337445320570765,153320,25.364025302805683,25.7669277726527,26.015690523946247,26.154989261198093
2002-10-24,24.6087646484375,25.40366212529397,24.443160586272825,25.320860094211636,168744,25.29209571667538,25.721509610918773,25.98783060561934,26.13960394166814
2002-10-25,24.103687286376953,24.567379464634563,24.029165915763194,24.178208656990712,172296,25.178913961408863,25.658065598191644,25.95052083692147,26.119346064501062
2002-10-28,23.747629165649414,24.178200876965423,23.548904732318285,23.929794703571943,134504,25.04260112371749,25.583146522405677,25.906899219668556,26.095746891378163
2002-10-29,23.954635620117188,24.145081879617816,23.54890602010393,23.681389825209063,143024,24.938985361469843,25.519283349766912,25.868240534528926,26.074442301614376
2002-10-30,24.360370635986328,24.799220607590225,24.01260092220756,24.17820506649865,164320,24.88387919713808,25.473835792363754,25.838381724656795,26.057386862155393
2002-10-31,24.741254806518555,24.84061829044769,24.376926243642327,24.509410046575056,118928,24.870295921840984,25.44510712625218,25.816656439149106,26.044291020805776
2002-11-01,24.48457145690918,25.271191068807546,24.352087648468917,24.857180746755773,108792,24.833560258514147,25.40743906078775,25.790278518708714,26.028771423155067
2002-11-04,24.66673469543457,24.840619537581336,24.47629095641384,24.840619537581336,56560,24.817672109649425,25.3783918307739,25.768030126168632,26.015218818899143
2002-11-05,24.401779174804688,24.724706850078217,24.24445316782061,24.43489950846258,70288,24.778063258711832,25.340093295245698,25.740975651884195,25.99916469308726
2002-11-06,24.401779174804688,24.401779174804688,24.401779174804688,24.401779174804688,0,24.742226679292102,25.303296663071542,25.714456909763808,25.983270309820767
2002-11-07,25.1552734375,26.16545992644038,24.8406265124434,24.8406265124434,204880,24.781564465788094,25.29749183069619,25.70338396971898,25.975031534971805
2002-11-08,24.716419219970703,24.99794576767874,24.525975459529057,24.67501818275132,77664,24.77536015666263,25.274704669491268,25.68384011328832,25.9625080293499
2002-11-11,24.34379768371582,24.840609881342672,24.294115958569634,24.840609881342672,66568,24.73425896876293,25.23819851318635,25.65730461963342,25.94640145874658
2002-11-12,24.46800422668457,24.840613428106163,24.178197070023334,24.178197070023334,106864,24.70890137427928,25.20799481567648,25.63375411680275,25.931691038527056
2002-11-13,24.261001586914062,24.658450431495574,24.128517796414183,24.592209799704698,106264,24.66624425167307,25.17085782631325,25.60657089838911,25.915067262889117
2002-11-14,24.592220306396484,25.105594266321265,24.269292666342796,24.64190206492456,211856,24.65919435212292,25.148166158865532,25.58648474805262,25.90190460660561
2002-11-15,25.122140884399414,25.27946427038229,24.840614426285107,25.138702304784125,154144,24.703284498054018,25.14714555986686,25.577289820059487,25.894145763598583
2002-11-18,25.378826141357422,25.660352581750747,25.06417938919744,25.337425119919647,217672,24.767621797416247,25.15623107286649,25.573359846223802,25.889018205168323
2002-11-19,25.378826141357422,25.378826141357422,25.378826141357422,25.378826141357422,0,24.825831734934454,25.164960291238682,25.569507693652188,25.883941667219958
2002-11-20,26.21512794494629,26.413852347506335,25.337425762811723,25.337425762811723,406128,24.958145659697486,25.206143336482118,25.582292253083754,25.88723705306798
2002-11-21,28.48392105102539,29.62658896614177,26.7036759853363,26.7036759853363,2664024,25.293933792204903,25.334683639013225,25.639750249082596,25.91307470478895
2002-11-22,28.04506492614746,29.924670587082407,27.415768625792065,27.415768625792065,1184016,25.555946281151815,25.440973101253785,25.68738024268784,25.934288537837293
2002-11-25,27.995386123657227,28.616401776236494,27.65589706153006,28.31831375761461,428920,25.78827388519995,25.541146160955883,25.73308332943971,25.954796971527045
2002-11-26,27.829776763916016,28.782000587102928,27.67245333329496,28.235506409281484,367496,25.982702730791956,25.63089638067981,25.774602011310527,25.9734534868742
2002-11-27,27.241878509521484,28.31830531992811,27.084555096461123,28.31830531992811,301128,26.1026242335281,25.69407215043831,25.80365699147312,25.986074631378155
2002-11-28,28.351423263549805,28.964157968125594,27.498563103697883,27.50684381462151,447680,26.316795569720643,25.79828199801131,25.854107808741965,26.009610438663447
2002-11-29,28.351423263549805,28.351423263549805,28.351423263549805,28.351423263549805,0,26.51056963579961,25.89840518489517,25.90355959992628,26.032912058811572
2002-12-02,31.390247344970703,32.4583929335748,29.460958697819635,29.725926181513657,1388680,26.975300846196856,26.11377154411382,26.012206882006364,26.086218877579324
2002-12-03,33.187076568603516,34.72719594368872,30.98454300228643,32.12721083032942,4082608,27.56689853404511,26.391156054878124,26.15428350946373,26.156874177987525
2002-12-04,32.077518463134766,33.90744454725943,31.63866854325384,32.60745115702449,2594928,27.9964813844346,26.61415065912348,26.271575290724545,26.215786061421827
2002-12-05,32.88899230957031,33.85777528031697,31.878805765455674,31.878805765455674,1720264,28.462434805876097,26.86022288070963,26.40261325149377,26.28218612359246
2002-12-06,33.75012969970703,34.23038077266629,32.880707823994584,33.45204169407895,1139968,28.966024795764756,27.13041530498404,26.548108626705915,26.35649401987221
2002-12-09,32.127201080322266,34.26349333726702,31.812554245457633,33.61763824384237,975768,29.267089203817854,27.326367688330638,26.658585704995346,26.413913990622955
2002-12-10,32.8641357421875,33.452030849127596,31.315738800717927,31.547583548310925,837808,29.609665064614962,27.54353506299169,26.781467883949645,26.4780953015838
2002-12-11,34.41253662109375,35.76220918753064,33.61763634017876,33.78324046008112,3286400,30.06708140332723,27.812907673113344,26.9325781559723,26.557044966454548
2002-12-12,34.6940803527832,35.77050766683137,34.44567404954132,34.44567404954132,2568024,30.507747969942084,28.082757582120006,27.086271268780436,26.638010492686675
2002-12-13,34.834835052490234,35.55521161136384,34.62782985851755,35.10808089776662,1112288,30.919851501613337,28.34754493389923,27.23970817538855,26.719570936067807
2002-12-16,33.33610153198242,35.55519517474949,33.13737714301962,35.27366874647572,1231456,31.149970552124678,28.543174604412297,27.36042883591516,26.785407061400296
2002-12-17,32.72338104248047,33.96541216716593,32.39217274256435,33.96541216716593,855656,31.2998191702538,28.707104268650262,27.466625909312494,26.84449137962
2002-12-18,32.41701126098633,33.60107988248476,32.193444655315496,33.087708551080134,618096,31.40621841699023,28.852590817369325,27.564653342018907,26.89993933863857
2002-12-19,35.15774154663086,36.01888213128265,32.70680101576241,33.07112943308616,3770256,31.763506334098864,29.09985163028154,27.71501152428845,26.98210652478775
2002-12-20,35.44755554199219,36.39977904799779,34.77685848020467,35.60487892020954,2952072,32.114368163422036,29.348781195446666,27.868131207807338,27.06633984834202
2002-12-23,34.18898010253906,35.61317696328556,33.9488545634497,35.604896249471636,1277744,32.311950252861756,29.53859291729343,27.993296532455492,27.137211890672344
2002-12-24,35.59660720825195,35.77049204998977,34.1558517838444,34.2800548812402,1729840,32.62477472480368,29.776162105174155,28.143857139897005,27.221384978409457
2002-12-25,35.59660720825195,35.59660720825195,35.59660720825195,35.59660720825195,0,32.90780638989399,30.00441485431446,28.29143634917136,27.304720522985004
2002-12-26,36.606781005859375,37.062192208647474,35.27366770685979,35.86984338309489,2894448,33.2600896866526,30.26333117398289,28.456096639402805,27.397278338735
2002-12-27,35.77875900268555,37.01250879031246,35.62971382697673,36.86346614152116,956984,33.49996295484621,30.479622461382995,28.601099854517315,27.480676156286748
2002-12-30,37.85709762573242,38.237985027708184,34.95074521486921,35.77048499051833,4253744,33.914928161597274,30.768935212926113,28.784386939095832,27.583924131107104
2002-12-31,39.81951141357422,40.46536901824236,37.095324058417845,38.10551023327605,9998480,34.477269423690316,31.123859769814278,29.002904255422134,27.70567126824608
2003-01-01,40.46538543701172,41.05327829868945,39.736725474060485,39.736725474060485,6027072,35.04756618686378,31.490194109704376,29.229884080800144,27.83263359828355
2003-01-02,38.618873596191406,41.68254928606763,38.3621867492236,40.75516789068827,5325328,35.387690702037844,31.769750167997987,29.415804665263337,27.939959369407013
2003-01-03,39.090850830078125,40.44052332130729,38.75136189781195,39.744986561858404,4198040,35.74037261899406,32.056852154746224,29.607389737833927,28.050913513294287
2003-01-06,37.931636810302734,39.86920515350022,37.674949833525645,39.69532026426934,4121520,35.94906444673774,32.287235866728835,29.772226313526378,28.14922916799089
2003-01-07,37.492774963378906,38.751367393773144,37.13672708569926,38.4201591254503,2650800,36.09608449594166,32.49137465483276,29.925108465008606,28.242199772920124
2003-01-08,38.83418273925781,39.181952550675646,37.70807373653084,37.98960035548273,2648456,36.356855757209864,32.740112226771,30.10152577736998,28.347592638256817
2003-01-09,39.21505355834961,39.84434967860347,38.71824123082048,39.082569765624875,2630400,36.629065071604124,32.994031494676044,30.28199167402304,28.45572657776023
2003-01-10,36.81379699707031,39.74498946470892,36.606791843608285,39.74498946470892,1702816,36.64665858831519,33.14382622026013,30.411334353687344,28.538891457554364
2003-01-13,37.18639373779297,37.59212319642373,35.93608252697775,37.24435364507306,2421496,36.698061935884496,33.30235827977123,30.545493945451813,28.62493625636271
2003-01-14,37.68324279785156,38.83419168351415,37.42655573762984,37.57559853289665,2239360,36.79188868464327,33.474157672637126,30.686835506885473,28.715068659760608
2003-01-15,38.436710357666016,38.83415916349756,37.77429399666819,37.98957729245818,2759760,36.94853836778829,33.66876758185394,30.84029837521776,28.811801412973598
2003-01-16,38.983219146728516,39.87748314737643,38.10551910014677,38.72653471438046,2842656,37.142317489592116,33.87717744714314,31.001544331089256,28.913009549627876
2003-01-17,38.10551071166992,39.08257405220774,37.93990658433006,38.50295960651822,1284144,37.23405017740905,34.042994437908895,31.142216932684914,29.004477222882027
2003-01-20,36.888328552246094,38.072397346859205,36.615082684848936,37.923354605900585,928872,37.20112430834592,34.15457616788291,31.256001321191075,29.08292350476625
2003-01-21,35.92782211303711,37.467941310982845,35.7704986659549,36.93800850279693,1147240,37.079857432602225,34.224115224555625,31.348512623999905,29.15103194862964
2003-01-22,36.08512496948242,36.929706716822494,35.820159980041375,36.23417014502817,1081352,36.98512100754319,34.29709599886648,31.442306927870845,29.22002789908589
2003-01-23,34.760311126708984,36.08514436682243,34.296621514204375,35.60489332804885,1001872,36.77323435222565,34.31526129799756,31.508009981313187,29.275155095380647
2003-01-24,33.51826858520508,35.42271572133987,33.046298419792045,34.85966279620635,1436848,36.4632376125094,34.28400668180962,31.54781708238035,29.317375130105273
2003-01-27,31.183271408081055,33.104278614559625,30.653338472739364,31.796006443536122,916832,35.960383688278135,34.16240922009477,31.5405983561566,29.335941262224438
2003-01-28,33.360965728759766,33.617652745252755,30.6367771323732,31.88708935315937,2043224,35.71282007308591,34.13098006357183,31.576645234822006,29.375991256916333
2003-01-29,32.41701126098633,33.94884959643524,32.16032433182466,33.46859858852144,1370440,35.398933519552614,34.06376560072535,31.5932861462312,29.40625016242947
2003-01-30,32.9138298034668,33.8494923820807,32.30937557507646,32.30937557507646,1203464,35.16225697516349,34.01867007926423,31.6194355255824,29.44115145239004
2003-01-31,32.11892318725586,33.19535012204398,31.91191800748891,32.29280804364383,1083040,34.872415662029425,33.94417020114626,31.629326370368013,29.467795947264328
2003-02-03,34.56986618041992,34.76030994142479,32.21000705193617,32.33421016396163,1566808,34.84360142568566,33.96870729837268,31.68755488145815,29.518562815255926
2003-02-04,33.48515701293945,35.42272496929846,33.12910911834394,34.61126568412239,1311144,34.71422576732888,33.94974454208118,31.723150963269664,29.558031414237853
2003-02-05,32.8641357421875,33.452030849127596,32.35076450768351,32.95521850978412,845080,34.53802671731541,33.9071716479677,31.745744721268036,29.590927974714965
2003-02-06,33.526546478271484,33.716992692032456,32.54120267862789,32.913811869604544,946624,34.44169526597789,33.89224517072471,31.781008122396816,29.630088357834932
2003-02-07,33.203636169433594,34.38770497717693,32.83102678598609,33.211916883338475,1023440,34.32378487583082,33.86524089616428,31.80917897481339,29.66564604750258
2003-02-10,32.102352142333984,33.26985889293054,31.994707973433695,32.789608068353076,449688,34.112219853593025,33.79610800385721,31.81498438407122,29.68989187929195
2003-02-11,31.812551498413086,32.9469381698747,31.630385961167853,32.127198306107665,701960,33.89320381976636,33.718321474231956,31.814936208117594,29.711012870526986
2003-02-12,31.390247344970703,32.292788887995336,31.15012198426392,32.1437462577407,459064,33.65482701264297,33.627024449555044,31.806526527659237,29.72772167126772
2003-02-13,31.390247344970703,31.3902473449707,31.3902473449707,31.3902473449707,0,33.43915275857894,33.53930770035566,31.79828337552679,29.744264215284666
2003-02-14,29.800464630126953,31.696631536811,29.518938096164373,30.23103640695347,790336,33.09261103205971,33.39268640348394,31.75872260829115,29.74482342339255
2003-02-17,31.6966495513916,31.796013103106844,30.330414613367477,30.63678345872274,795272,32.95966231961513,33.326175154382284,31.757493438847593,29.764244578895028
2003-02-18,31.506189346313477,32.45841320303517,31.34886591015191,32.19344555387554,819688,32.82123632215783,33.254803161908995,31.75251712018355,29.781577362650435
2003-02-19,31.522764205932617,32.1023789744279,31.406839230697678,31.961614377025388,455960,32.69757231108876,33.1868800655962,31.747967557525115,29.79890260487215
2003-02-20,31.423364639282227,31.622088969562277,30.3552191529746,30.736108926712927,542944,32.576219199488136,33.11772259789761,31.74153977696585,29.815066406209567
2003-02-21,30.87688636779785,31.76286938323943,30.75268328303043,31.464781474413968,494544,32.4143779774224,33.02984666730546,31.724417927279355,29.82563177896169
2003-02-24,31.067325592041016,31.622097729127457,30.802358060324924,31.622097729127457,326488,32.28608727405274,32.95288505651078,31.711406197868694,29.83798694128089
2003-02-25,30.338672637939453,31.133572876335926,30.065426865483573,30.065426865483573,264440,32.10061921347052,32.85036692244916,31.68422335509782,29.842968888511322
2003-02-26,29.808748245239258,31.100461174583405,29.576903436321622,30.653330456288597,422312,31.882345787924688,32.73108775863701,31.647085234110524,29.842628384598168
2003-02-27,30.264144897460938,30.769237834785677,29.61000930246159,29.643129612287318,280480,31.72823141740433,32.63434490133599,31.619700276949146,29.846822578756008
2003-02-28,31.829092025756836,32.12717976608323,30.504259870454433,31.390242385079635,694688,31.73783718962838,32.602766357195634,31.623846648212666,29.86654665285552
2003-03-03,31.481338500976562,32.450120910747586,30.65331805147079,30.65331805147079,500896,31.71340874309011,32.558788794206656,31.62102470470304,29.88261423343384
2003-03-04,30.694717407226562,31.133567210867977,30.471150887232486,31.133567210867977,255760,31.616390520626915,32.485687955501554,31.60268198594113,29.890694862028795
2003-03-05,30.81893539428711,31.13358228963821,29.76734796043866,30.355243237781046,471552,31.540442413356455,32.420325109963734,31.58716225145293,29.89993108623037
2003-03-06,29.982624053955078,31.06733145932845,29.808739236359354,31.06733145932845,265080,31.392078760080135,32.32472899012026,31.555389217839114,29.90075390182962
2003-03-07,29.146329879760742,30.454601630641594,29.02212676947767,30.454601630641594,518664,31.17819791433543,32.200085887753225,31.507685072530627,29.893247195142372
2003-03-10,27.175642013549805,29.311934536821845,26.745070212975865,29.03868870021221,346400,30.79700211426061,32.00304887307858,31.42190204165972,29.866206347564336
2003-03-11,27.829776763916016,28.782000587102928,26.21513636807734,26.4966629060706,497168,30.514409223751603,31.839391143307502,31.35077084804103,29.84594336663251
2003-03-12,27.415769577026367,28.599838326828056,27.291566455288333,28.599838326828056,481872,30.21930068596825,31.665915787767066,31.272850030793215,29.821762532905087
2003-03-13,27.771818161010742,28.301750987364933,27.15908325157249,27.96226446825551,390112,29.986207112162774,31.513206076913875,31.20352266703515,29.80136507646833
2003-03-14,27.771818161010742,27.771818161010742,27.771818161010742,27.771818161010742,0,29.77531292633877,31.366484982172576,31.1355681223614,29.78117057979711
2003-03-17,27.689010620117188,28.483910966424368,26.678826921761402,27.010035188812846,373856,29.57661746860338,31.22227030130766,31.06731945895062,29.760353067760494
2003-03-18,27.689010620117188,27.689010620117188,27.689010620117188,27.689010620117188,0,29.39684538779517,31.08371109812372,31.000422254221245,29.73974269514713
2003-03-19,27.63104820251465,28.649512521260334,27.366080601955318,28.40110634333033,374256,29.228674227292263,30.948312553197876,30.93370197596963,29.71876066039457
2003-03-20,28.30174446105957,28.48391001260524,27.159076988763136,27.738691436694058,537616,29.14039520193677,30.844525569192456,30.881584005377352,29.704660996719593
2003-03-21,28.30174446105957,28.30174446105957,28.30174446105957,28.30174446105957,0,29.060523702805607,30.74480866299117,30.8304980738067,29.690701628205563
2003-03-24,27.548263549804688,28.98073907022198,27.324696837637866,28.732332735334364,328920,28.916498926329332,30.61945395267013,30.765503330757156,29.669383836380682
2003-03-25,27.15079116821289,28.13613503890675,26.57945753956838,28.13613503890675,351496,28.748336282699196,30.48342796112279,30.69392487209291,29.644323212816825
2003-03-26,27.02659797668457,27.98710259478892,26.579467257181193,27.98710259478892,260264,28.5843612059359,30.347866000948745,30.62130453753037,29.618276195541878
2003-03-27,26.769908905029297,27.15907965475207,26.496663077806897,26.81130994108837,241056,28.411556224897176,30.207553957971513,30.545039277480846,29.5899342324522
2003-03-28,26.612581253051758,27.49028358369807,26.496658875853562,27.49028358369807,218000,28.240225275197613,30.066574636209957,30.467168821551557,29.5603088296721
2003-03-31,25.42852020263672,26.30622278809503,21.511980159360377,21.511980159360377,230712,27.972443839715623,29.884690148618848,30.367393601375024,29.519196505024983
2003-04-02,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,27.730165398089063,29.709938386031315,30.26959412813268,29.47849325823505
2003-04-03,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,27.51096109376027,29.54203963374133,30.17373127812286,29.438195018875867
2003-04-04,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,27.31263338984374,29.38072514624703,30.079766702370662,29.398297757022743
2003-04-07,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,27.133194038681168,29.22573671708584,29.98766281128682,29.35879748284975
2003-04-08,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.970844149534077,29.076826265538816,29.897382759630382,29.319690246230717
2003-04-09,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.82395615459147,28.933755439542654,29.80889043176912,29.280972136344214
2003-04-10,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.691057492500544,28.796295234173794,29.722150427231846,29.24263928128245
2003-04-11,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.570815845846848,28.66422562509391,29.637128046546795,29.204687847664086
2003-04-14,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.462025784588743,28.5373352163701,29.55378927736046,29.167114040250883
2003-04-15,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.363596681545694,28.415420902106046,29.472100780831276,29.129914101568158
2003-04-16,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.274541778792457,28.298287541342543,29.39202987829277,29.093084311529044
2003-04-17,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.193968295349055,28.18574764570702,29.31354453818077,29.056620987062455
2003-04-18,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.1210684769955,28.077621079312106,29.236613363219504,29.02052048174479
2003-04-21,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,26.05511149848514,27.973734770422876,29.16120557786143,28.984779185435258
2003-04-22,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.995436136975766,27.87392243443126,29.087291015975794,28.94939352391488
2003-04-23,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.94144414322919,27.77802430769422,29.014840108780962,28.91435995852903
2003-04-24,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.892594244125146,27.685886891809613,28.94382387301573,28.879674985833585
2003-04-25,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.848396716364345,27.597362707920478,28.87421389934486,28.845335137244565
2003-04-28,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.808408476961713,27.51231006065445,28.805982340994202,28.811336978691255
2003-04-29,25.42852020263672,25.42852020263672,25.42852020263672,25.42852020263672,0,25.772228641311713,27.43059281132042,28.739101902610887,28.777677110272805
